period,period_type,remaining_seconds_in_period,relevant_team,away_team,home_team,away_score,home_score,description
1,QUARTER,698.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,0,0,J. Crowder misses 2-pt jump shot from 19 ft
1,QUARTER,697.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,0,0,Defensive rebound by D. Rose
1,QUARTER,680.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,0,2,P. Gasol makes 2-pt jump shot from 13 ft
1,QUARTER,660.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,0,2,E. Turner misses 2-pt jump shot from 16 ft
1,QUARTER,659.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,0,2,Defensive rebound by P. Gasol
1,QUARTER,643.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,0,2,P. Gasol misses 2-pt jump shot from 18 ft
1,QUARTER,642.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,0,2,Defensive rebound by A. Johnson
1,QUARTER,631.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,2,2,A. Johnson makes 2-pt hook shot from 8 ft (assist by J. Crowder)
1,QUARTER,611.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,2,4,P. Gasol makes 2-pt jump shot from 13 ft (assist by J. Butler)
1,QUARTER,597.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,2,4,Personal foul by N. Mirotić (drawn by A. Johnson)
1,QUARTER,588.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,2,4,J. Crowder misses 2-pt jump shot from 19 ft
1,QUARTER,587.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,2,4,Defensive rebound by T. Gibson
1,QUARTER,575.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,2,6,D. Rose makes 2-pt layup from 2 ft
1,QUARTER,556.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,2,6,I. Thomas misses 2-pt jump shot from 6 ft
1,QUARTER,555.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,2,6,Offensive rebound by I. Thomas
1,QUARTER,548.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,2,6,E. Turner misses 3-pt jump shot from 24 ft
1,QUARTER,547.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,2,6,Defensive rebound by N. Mirotić
1,QUARTER,532.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,2,6,Turnover by D. Rose (bad pass; steal by J. Crowder)
1,QUARTER,528.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,4,6,J. Crowder makes 2-pt dunk at rim
1,QUARTER,518.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,4,6,Turnover by P. Gasol (bad pass; steal by E. Turner)
1,QUARTER,510.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,7,6,K. Olynyk makes 3-pt jump shot from 24 ft (assist by E. Turner)
1,QUARTER,489.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,7,6,D. Rose misses 3-pt jump shot from 24 ft
1,QUARTER,488.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,7,6,Defensive rebound by K. Olynyk
1,QUARTER,478.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,7,6,I. Thomas misses 2-pt jump shot from 14 ft
1,QUARTER,477.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,7,6,Defensive rebound by D. Rose
1,QUARTER,469.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,7,6,T. Gibson misses 2-pt jump shot from 10 ft
1,QUARTER,468.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,7,6,Defensive rebound by J. Crowder
1,QUARTER,458.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,7,6,Turnover by E. Turner (lost ball; steal by J. Butler)
1,QUARTER,434.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,7,6,N. Mirotić misses 2-pt jump shot from 15 ft
1,QUARTER,433.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,7,6,Defensive rebound by A. Johnson
1,QUARTER,429.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,9,6,A. Johnson makes 2-pt dunk at rim (assist by J. Crowder)
1,QUARTER,429.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,9,6,Chicago full timeout
1,QUARTER,406.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,9,6,N. Mirotić misses 2-pt jump shot from 7 ft
1,QUARTER,404.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,9,6,Offensive rebound by N. Mirotić
1,QUARTER,404.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,9,6,Shooting foul by K. Olynyk (drawn by N. Mirotić)
1,QUARTER,404.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,9,6,N. Mirotić misses free throw 1 of 2
1,QUARTER,404.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,9,6,Offensive rebound by Team
1,QUARTER,404.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,9,7,N. Mirotić makes free throw 2 of 2
1,QUARTER,383.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,9,7,J. Crowder misses 2-pt jump shot from 6 ft
1,QUARTER,380.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,9,7,Offensive rebound by J. Crowder
1,QUARTER,380.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,12,7,J. Crowder makes 3-pt jump shot from 23 ft
1,QUARTER,373.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,12,9,T. Gibson makes 2-pt jump shot from 16 ft
1,QUARTER,359.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,9,J. Crowder makes 2-pt layup from 1 ft (assist by K. Olynyk)
1,QUARTER,350.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,9,N. Mirotić misses 3-pt jump shot from 27 ft
1,QUARTER,350.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,9,Defensive rebound by Team
1,QUARTER,338.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,9,I. Thomas misses 3-pt jump shot from 24 ft
1,QUARTER,336.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,9,Defensive rebound by J. Butler
1,QUARTER,327.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,11,D. Rose makes 2-pt layup from 1 ft (assist by J. Butler)
1,QUARTER,302.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,11,J. Crowder misses 2-pt layup from 1 ft (block by N. Mirotić)
1,QUARTER,301.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,11,Defensive rebound by P. Gasol
1,QUARTER,286.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,11,J. Butler misses 3-pt jump shot from 22 ft
1,QUARTER,284.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,11,Defensive rebound by K. Olynyk
1,QUARTER,278.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,11,I. Thomas misses 3-pt jump shot from 24 ft
1,QUARTER,277.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,11,Defensive rebound by J. Butler
1,QUARTER,269.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,13,T. Gibson makes 2-pt jump shot from 13 ft (assist by J. Butler)
1,QUARTER,243.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,13,I. Thomas misses 2-pt jump shot from 5 ft
1,QUARTER,242.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,13,Defensive rebound by N. Mirotić
1,QUARTER,232.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,13,T. Gibson misses 2-pt layup from 1 ft (block by A. Johnson)
1,QUARTER,229.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,13,Offensive rebound by P. Gasol
1,QUARTER,229.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,14,13,P. Gasol misses 2-pt hook shot from 4 ft
1,QUARTER,228.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,14,13,Defensive rebound by A. Johnson
1,QUARTER,222.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,16,13,K. Olynyk makes 2-pt layup at rim (assist by J. Crowder)
1,QUARTER,210.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,16,15,D. Rose makes 2-pt jump shot from 13 ft
1,QUARTER,206.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,16,15,Boston full timeout
1,QUARTER,206.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,16,15,M. Smart enters the game for A. Johnson
1,QUARTER,206.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,16,15,J. Sullinger enters the game for I. Thomas
1,QUARTER,206.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,16,15,T. Snell enters the game for T. Gibson
1,QUARTER,206.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,16,15,B. Portis enters the game for N. Mirotić
1,QUARTER,202.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,16,15,Personal foul by B. Portis (drawn by K. Olynyk)
1,QUARTER,194.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,18,15,J. Sullinger makes 2-pt jump shot from 21 ft (assist by E. Turner)
1,QUARTER,182.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,18,15,Turnover by P. Gasol (bad pass; steal by E. Turner)
1,QUARTER,177.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,18,15,E. Turner misses 2-pt jump shot from 14 ft
1,QUARTER,175.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,18,15,Defensive rebound by J. Butler
1,QUARTER,169.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,18,15,J. Butler misses 2-pt jump shot from 18 ft
1,QUARTER,168.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,18,15,Defensive rebound by K. Olynyk
1,QUARTER,154.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,21,15,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Sullinger)
1,QUARTER,133.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,21,17,P. Gasol makes 2-pt jump shot from 14 ft (assist by T. Snell)
1,QUARTER,115.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,21,17,K. Olynyk misses 2-pt jump shot from 19 ft
1,QUARTER,114.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,21,17,Defensive rebound by D. Rose
1,QUARTER,105.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,21,19,D. Rose makes 2-pt jump shot from 10 ft
1,QUARTER,85.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,23,19,J. Sullinger makes 2-pt jump shot from 20 ft (assist by E. Turner)
1,QUARTER,63.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,23,19,Turnover by J. Butler (bad pass; steal by M. Smart)
1,QUARTER,59.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,23,19,Shooting block foul by D. Rose (drawn by K. Olynyk)
1,QUARTER,59.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,24,19,K. Olynyk makes free throw 1 of 2
1,QUARTER,59.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,24,19,K. Hinrich enters the game for D. Rose
1,QUARTER,59.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,24,19,J. Young enters the game for J. Crowder
1,QUARTER,59.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,25,19,K. Olynyk makes free throw 2 of 2
1,QUARTER,41.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,25,19,J. Butler misses 2-pt jump shot from 13 ft
1,QUARTER,39.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,25,19,Offensive rebound by B. Portis
1,QUARTER,38.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,25,21,B. Portis makes 2-pt layup from 3 ft
1,QUARTER,28.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,27,21,J. Sullinger makes 2-pt jump shot from 20 ft (assist by M. Smart)
1,QUARTER,5.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,27,21,Turnover by J. Butler (lost ball; steal by E. Turner)
1,QUARTER,0.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,27,21,J. Sullinger misses 2-pt jump shot from 21 ft
1,QUARTER,0.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,27,21,Offensive rebound by Team
2,QUARTER,707.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,27,21,K. Hinrich misses 2-pt jump shot from 20 ft
2,QUARTER,706.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,27,21,Defensive rebound by T. Zeller
2,QUARTER,690.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,27,21,Shooting foul by T. Gibson (drawn by J. Sullinger)
2,QUARTER,690.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,28,21,J. Sullinger makes free throw 1 of 2
2,QUARTER,690.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,28,21,J. Sullinger misses free throw 2 of 2
2,QUARTER,688.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,28,21,Defensive rebound by T. Gibson
2,QUARTER,677.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,28,21,B. Portis misses 2-pt jump shot from 20 ft
2,QUARTER,676.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,28,21,Defensive rebound by T. Zeller
2,QUARTER,665.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,28,21,Def 3 sec tech foul by T. Snell
2,QUARTER,665.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,29,21,I. Thomas makes technical free throw
2,QUARTER,652.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,29,21,J. Sullinger misses 2-pt jump shot from 13 ft
2,QUARTER,651.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,29,21,Defensive rebound by D. McDermott
2,QUARTER,643.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,29,21,B. Portis misses 2-pt jump shot from 10 ft
2,QUARTER,641.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,29,21,Defensive rebound by T. Zeller
2,QUARTER,640.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,29,21,Turnover by T. Zeller (lost ball; steal by T. Gibson)
2,QUARTER,631.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,29,24,D. McDermott makes 3-pt jump shot from 25 ft (assist by T. Gibson)
2,QUARTER,609.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,29,24,J. Young misses 3-pt jump shot from 23 ft
2,QUARTER,608.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,29,24,Defensive rebound by K. Hinrich
2,QUARTER,601.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,29,27,T. Snell makes 3-pt jump shot from 24 ft (assist by K. Hinrich)
2,QUARTER,585.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,I. Thomas makes 2-pt layup from 2 ft
2,QUARTER,579.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by K. Hinrich (offensive foul)
2,QUARTER,579.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Offensive charge foul by K. Hinrich (drawn by I. Thomas)
2,QUARTER,570.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Offensive foul by I. Thomas (drawn by D. McDermott)
2,QUARTER,570.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by J. Sullinger (offensive foul)
2,QUARTER,552.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,D. McDermott misses 3-pt jump shot from 24 ft
2,QUARTER,552.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Offensive rebound by Team
2,QUARTER,547.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,B. Portis misses 2-pt jump shot from 14 ft
2,QUARTER,546.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Defensive rebound by T. Zeller
2,QUARTER,546.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by T. Zeller (lost ball)
2,QUARTER,535.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,T. Snell misses 2-pt jump shot from 9 ft
2,QUARTER,533.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Defensive rebound by T. Zeller
2,QUARTER,530.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Offensive charge foul by I. Thomas (drawn by K. Hinrich)
2,QUARTER,530.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by I. Thomas (offensive foul)
2,QUARTER,530.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Chicago full timeout
2,QUARTER,530.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Violation by Team (delay of game)
2,QUARTER,530.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,J. Crowder enters the game for J. Young
2,QUARTER,518.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by T. Snell (lost ball; steal by M. Smart)
2,QUARTER,504.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,J. Crowder misses 3-pt jump shot from 24 ft
2,QUARTER,503.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Defensive rebound by T. Gibson
2,QUARTER,486.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,T. Gibson misses 2-pt jump shot from 16 ft
2,QUARTER,484.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Defensive rebound by T. Zeller
2,QUARTER,480.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by T. Zeller (bad pass; steal by D. McDermott)
2,QUARTER,476.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by T. Snell (bad pass)
2,QUARTER,463.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,M. Smart misses 3-pt jump shot from 25 ft
2,QUARTER,462.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Defensive rebound by B. Portis
2,QUARTER,449.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,D. McDermott misses 2-pt jump shot from 15 ft
2,QUARTER,448.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Defensive rebound by J. Sullinger
2,QUARTER,437.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,31,27,Turnover by I. Thomas (lost ball)
2,QUARTER,437.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,D. Rose enters the game for K. Hinrich
2,QUARTER,437.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,J. Butler enters the game for T. Snell
2,QUARTER,422.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,D. Rose misses 2-pt jump shot from 19 ft
2,QUARTER,421.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,27,Offensive rebound by B. Portis
2,QUARTER,417.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,31,29,B. Portis makes 2-pt jump shot from 7 ft
2,QUARTER,404.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,33,29,J. Crowder makes 2-pt jump shot from 18 ft
2,QUARTER,389.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,33,29,B. Portis misses 3-pt jump shot from 24 ft
2,QUARTER,387.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,33,29,Defensive rebound by T. Zeller
2,QUARTER,379.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,35,29,I. Thomas makes 2-pt jump shot from 19 ft (assist by J. Sullinger)
2,QUARTER,370.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,35,29,Personal foul by J. Crowder (drawn by J. Butler)
2,QUARTER,360.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,35,29,D. McDermott misses 2-pt jump shot from 11 ft
2,QUARTER,360.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,35,29,Offensive rebound by Team
2,QUARTER,352.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,35,29,Shooting foul by J. Sullinger (drawn by J. Butler)
2,QUARTER,352.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,35,29,Chicago full timeout
2,QUARTER,352.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,35,29,A. Johnson enters the game for T. Zeller
2,QUARTER,352.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,35,30,J. Butler makes free throw 1 of 2
2,QUARTER,352.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,35,31,J. Butler makes free throw 2 of 2
2,QUARTER,339.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,35,31,Personal foul by B. Portis (drawn by M. Smart)
2,QUARTER,339.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,36,31,M. Smart makes free throw 1 of 2
2,QUARTER,339.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,37,31,M. Smart makes free throw 2 of 2
2,QUARTER,327.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,37,31,Personal foul by A. Johnson (drawn by J. Butler)
2,QUARTER,327.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,37,31,E. Turner enters the game for M. Smart
2,QUARTER,327.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,37,31,P. Gasol enters the game for T. Gibson
2,QUARTER,317.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,37,31,Personal foul by A. Johnson (drawn by J. Butler)
2,QUARTER,309.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,37,31,P. Gasol misses 2-pt jump shot from 19 ft
2,QUARTER,308.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,37,31,Defensive rebound by A. Johnson
2,QUARTER,298.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,39,31,A. Johnson makes 2-pt hook shot from 4 ft (assist by E. Turner)
2,QUARTER,278.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,39,31,J. Butler misses 2-pt jump shot from 20 ft
2,QUARTER,277.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,39,31,Offensive rebound by P. Gasol
2,QUARTER,277.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,39,31,P. Gasol misses 2-pt layup from 1 ft
2,QUARTER,276.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,39,31,Defensive rebound by I. Thomas
2,QUARTER,271.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,41,31,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas)
2,QUARTER,271.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,41,31,Chicago full timeout
2,QUARTER,271.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,41,31,N. Mirotić enters the game for B. Portis
2,QUARTER,271.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,41,31,K. Olynyk enters the game for J. Sullinger
2,QUARTER,252.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,41,33,N. Mirotić makes 2-pt jump shot from 22 ft (assist by J. Butler)
2,QUARTER,238.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,33,E. Turner makes 2-pt layup from 1 ft
2,QUARTER,222.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,33,D. Rose misses 2-pt jump shot from 8 ft
2,QUARTER,220.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,33,Offensive rebound by P. Gasol
2,QUARTER,220.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,33,P. Gasol misses 2-pt layup from 1 ft
2,QUARTER,219.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,33,Offensive rebound by P. Gasol
2,QUARTER,218.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,35,P. Gasol makes 2-pt layup from 1 ft
2,QUARTER,197.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,35,E. Turner misses 2-pt jump shot from 10 ft
2,QUARTER,196.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,35,Defensive rebound by P. Gasol
2,QUARTER,184.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,38,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. Rose)
2,QUARTER,164.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,38,Turnover by I. Thomas (lost ball; steal by N. Mirotić)
2,QUARTER,159.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,40,D. Rose makes 2-pt layup from 1 ft (assist by N. Mirotić)
2,QUARTER,153.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,40,I. Thomas misses 2-pt layup from 1 ft
2,QUARTER,151.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,40,Offensive rebound by J. Crowder
2,QUARTER,137.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,40,J. Crowder misses 3-pt jump shot from 24 ft
2,QUARTER,135.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,40,Defensive rebound by J. Butler
2,QUARTER,132.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,42,J. Butler makes 2-pt jump shot from 19 ft
2,QUARTER,132.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,42,Shooting foul by J. Crowder (drawn by J. Butler)
2,QUARTER,132.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,42,Boston full timeout
2,QUARTER,132.0,BOSTON CELTICS,BOSTON CELTICS,CHICAGO BULLS,43,42,M. Smart enters the game for I. Thomas
2,QUARTER,132.0,CHICAGO BULLS,BOSTON CELTICS,CHICAGO BULLS,43,43,J. Butler makes free throw 1 of 1
